,emb_axis_0,emb_axis_1,emb_axis_2,emb_axis_3,emb_axis_4,emb_axis_5,emb_axis_6,emb_axis_7,emb_axis_8,emb_axis_9,emb_axis_10,emb_axis_11,emb_axis_12,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_16,emb_axis_17,emb_axis_18,emb_axis_19,emb_axis_20,emb_axis_21,emb_axis_22,emb_axis_23,emb_axis_24,emb_axis_25,emb_axis_26,emb_axis_27,emb_axis_28,emb_axis_29,emb_axis_30,emb_axis_31,emb_axis_32,emb_axis_33,emb_axis_34,emb_axis_35,emb_axis_36,emb_axis_37,emb_axis_38,emb_axis_39,emb_axis_40,emb_axis_41,emb_axis_42,emb_axis_43,emb_axis_44,emb_axis_45,emb_axis_46,emb_axis_47,emb_axis_48,emb_axis_49,emb_axis_50,emb_axis_51,emb_axis_52,emb_axis_53,emb_axis_54,emb_axis_55,emb_axis_56,emb_axis_57,emb_axis_58,emb_axis_59,emb_axis_60,emb_axis_61,emb_axis_62,emb_axis_63,emb_axis_64,emb_axis_65,emb_axis_66,emb_axis_67,emb_axis_68,emb_axis_69,emb_axis_70,emb_axis_71,emb_axis_72,emb_axis_73,emb_axis_74,emb_axis_75,emb_axis_76,emb_axis_77,emb_axis_78,emb_axis_79,emb_axis_80,emb_axis_81,emb_axis_82,emb_axis_83,emb_axis_84,emb_axis_85,emb_axis_86,emb_axis_87,emb_axis_88,emb_axis_89,emb_axis_90,emb_axis_91,emb_axis_92,emb_axis_93,emb_axis_94,emb_axis_95,emb_axis_96,emb_axis_97,emb_axis_98,emb_axis_99
HES06,0.70779127,1.7491587,0.35601795,-0.41471648,0.061917435,0.54632795,2.4225464,-1.125685,0.61331725,0.9616447,-0.925585,0.39932793,1.5651466,0.519604,0.70358056,0.6992969,-1.008116,-0.5736685,1.4922031,0.6755938,-1.2244614,0.7663944,-1.1967422,-0.08445602,1.1068976,-0.7355182,0.0771337,-0.30163822,-1.1298026,-0.9128936,-0.6722281,1.0759252,0.58875686,-0.74688894,-1.0105277,1.2411041,2.0525086,1.6583316,0.14818868,0.8913372,0.3999871,1.0052583,-3.459326,-1.094982,-1.5109366,0.5710597,-1.9016979,-1.3863488,-1.3752091,0.28170595,-0.64496726,0.20650713,2.1643777,0.50530696,0.03254248,-2.1070042,-2.5355976,1.026711,0.75033075,-3.1453497,0.21393907,-0.06296459,0.7492573,1.4352447,0.6401516,-0.94757205,0.37448356,0.8514883,0.4090999,1.6688578,-0.2312683,-2.1632755,-1.041578,0.6406086,-0.21550784,-0.14174637,0.13473824,1.0036242,1.682889,0.12053919,0.6689604,1.3423933,0.9696398,-0.5041788,-0.7298946,-0.45728734,1.0601528,1.3067033,-0.02652411,0.4086272,1.3025512,0.51778084,-0.73834205,-1.1500899,-0.029140335,2.24682,0.2973341,-0.74522734,-1.0693508,1.9184753
UPS04,0.59484106,0.4469516,-0.36563784,-0.4079228,1.2271832,0.09779612,0.27619874,-1.7322592,0.24697317,-0.3472766,1.5506521,-0.50516725,1.4829286,1.005005,0.49991313,0.7046689,1.0118483,0.27182645,1.2161193,-1.0727754,0.40136367,0.07029919,-0.068766385,0.51946235,1.3589473,-2.2118506,1.1219739,0.39457324,-0.604801,-0.49518228,-0.16570678,1.3121891,-0.42666343,-0.58884215,-0.06463207,0.28993145,0.48342168,1.2437955,0.3657588,-0.6939008,-0.012692887,0.57646424,-3.6843514,-0.29203865,0.036330797,-0.27189985,-0.84815925,-0.8846712,-0.8488407,-0.07757082,0.72110254,-0.36170346,0.2899431,0.71319777,-0.5450469,-2.3692305,-0.9526769,1.0821984,1.2008078,-0.72027314,-0.39723366,-0.5083122,-0.51048255,1.1168272,1.4280545,0.29985306,-0.38335866,0.90941566,-0.15659642,1.8062229,-0.8710668,-1.79682,-0.36536685,0.41286525,-2.7305627,-0.7842407,0.39397806,0.9679664,0.7751829,-0.31943107,0.11531888,1.7541863,0.56903404,0.4652532,-0.6933474,-0.599417,-0.43288,0.5129917,-0.062129233,-0.018851077,1.9704727,0.45061922,0.6855476,-0.91264904,-0.04178069,0.87305284,0.65760636,-0.39623922,0.6021396,0.5360526
CFE08,0.5588886,-0.60461587,0.0843643,0.16422097,0.32149342,-0.079150446,2.7715867,-1.1157153,-0.018383525,1.3454491,-0.6100588,0.54636675,0.5950972,-0.64062136,2.0012755,-1.0766641,0.1734051,-0.3840214,1.6413996,0.082659066,1.2104026,1.0318828,-0.19112115,-0.42363063,-0.4872764,-0.9912395,1.0300863,0.36574718,-1.6880302,-1.596846,1.3138936,0.99851656,-1.2293749,-0.11001251,-0.5777764,0.115442656,0.73837346,1.3825271,0.49592003,-0.77966714,-0.30753773,-0.8311576,-3.2454607,-0.53650075,-1.2786615,-0.07736959,-0.83840364,-1.4878547,-0.6852202,1.0715623,-0.56439406,-1.1227379,1.345023,0.9932287,-0.95310277,-3.573991,-1.4169991,0.4653912,1.2644657,-1.9374455,0.3257778,-0.6277849,1.1574153,1.0684345,0.94821,-0.03838497,-0.7277218,0.3620578,0.62498623,1.7097608,-1.3091565,-1.5749828,0.011011188,-0.8721509,-0.6332275,-0.8334206,0.67674947,2.459413,0.48306748,0.5187387,-0.22289817,2.1001444,1.3072339,0.07489193,0.59685266,0.30338427,-0.05860296,0.2070855,-0.43745583,0.15939035,1.7325743,0.4929995,-0.4539215,-1.6026363,1.3457103,1.5786142,0.87687534,0.16156599,0.65712965,0.102735974
CFE11,0.88000524,0.20743343,0.44835594,0.20991269,-0.1419381,0.6654188,0.818391,-1.4020449,-0.3634954,-0.0741879,-0.5512738,0.59090537,0.34922835,-0.33490214,-0.02148562,0.059338685,0.5300765,-0.33889607,0.7889532,-1.3723972,0.39188918,-0.32005757,-1.133958,0.3912947,1.3695352,0.30618936,1.7412586,-0.92708504,-0.39039865,-0.5905975,0.24083379,1.7049462,-0.00059215626,-0.45098567,-0.2985054,-0.32106772,2.194173,1.3196784,0.096145295,0.014683224,0.24983083,1.177576,-3.2760594,-1.4606154,-1.2023231,1.5026193,-1.4661181,-0.66615653,-0.5552178,-0.31876558,-0.70674205,0.00048281247,0.511682,1.108456,-0.07793848,-2.1855328,-2.3724163,0.41342282,0.15743518,-1.802224,-0.4552721,-0.5261932,1.4552188,0.79253525,-0.55772525,-0.13622384,0.45788512,1.7237233,-0.73158866,2.090626,-1.594267,-1.0812564,0.5264861,0.20608138,0.35367176,0.6230391,-0.50495434,0.26153713,1.1631873,-0.59003925,0.53705835,1.5648522,-0.16871035,-0.91819745,-0.59068483,0.8273565,1.4853717,0.14844559,-0.09960335,-0.06761408,1.2622032,-0.6253674,-1.3008329,-1.8610196,0.67625,1.3396915,0.6976821,-0.7972857,-0.12561595,0.70073634
LRE01,-0.6930019,-0.27782944,-0.2789948,0.2241885,1.3865255,0.423794,0.56607527,-0.4653349,-0.67036134,-0.1732084,0.25376195,0.33078095,0.64746225,-0.38881463,0.8734285,-0.38851404,-0.06535989,-0.28352726,1.7774066,-0.45355374,0.6778952,-0.388239,-0.673785,-0.6875008,1.0635021,-0.7998322,1.634912,-0.2136995,-0.35203362,1.0401225,0.39669028,0.31661123,-1.1803238,0.92151964,-0.51968056,0.36649778,1.0444034,0.37745377,0.9667837,0.02416609,1.0863068,-1.120174,-2.5339284,-0.30080232,-0.045599416,0.41094476,-0.682013,-0.19583642,-0.709273,-0.584233,0.01167983,-0.2803738,0.75522894,0.77431744,0.047357377,-2.0633483,-1.6815293,0.9687276,0.52973163,-0.7766513,-1.1329992,-0.21477792,0.42605063,0.6253072,0.78116333,-0.56443113,0.034404006,0.08312364,0.38745564,0.9400524,-1.1665264,-0.8619154,0.0737158,0.26047802,-1.3579097,0.08766973,0.028391145,1.1553167,0.46052724,0.49634504,-0.13036957,1.6912656,0.28808236,0.2695298,-0.41872457,-0.40378624,0.40986586,-0.43884888,0.7760947,-0.038464487,0.4551199,0.6557269,-0.64216995,-0.8577223,0.73337597,1.3219746,-0.34937182,0.09045593,0.7486401,-0.75826466
LOR07,0.48714417,-0.43418738,1.3576399,0.42382964,1.0761082,0.6514701,-0.16062447,-1.3845004,0.24988449,0.6492161,-0.43552116,0.56854635,1.6761036,0.71008855,0.829267,-0.22754443,0.112687774,-0.8943491,1.578455,-0.10332168,0.051009256,1.102782,-0.2743326,0.1243717,0.6863754,-0.8432855,1.4503413,-0.31293094,-0.206,-0.9377283,0.30391282,0.95915866,0.17292383,0.6071695,0.49124038,-0.63119644,0.7889665,-0.29217046,-0.20502341,0.20498483,0.74455094,0.24341278,-3.577547,-0.41039428,0.10862547,0.23793623,-0.6258043,-0.13870746,0.15497749,-1.1574569,-0.005843955,-0.06367882,-0.31128758,0.42039403,0.26047117,-2.2219036,-1.4517787,0.5117833,0.327727,-0.7193013,-0.08138303,-1.5350115,0.59868586,0.9009579,1.0181077,-0.33736467,0.80535376,1.551736,-0.1671034,2.5259426,-1.6256508,-1.2775446,0.3896954,-0.33577,-1.4705676,-0.58136475,-0.08406801,0.6140356,0.1954503,-1.1646212,0.25075164,1.7518458,0.73259103,0.88809913,-1.0817114,-0.035858557,0.56403536,0.092720225,0.69487613,0.34202656,1.3241843,0.67032325,-2.3154426,-0.9298131,0.80876863,1.5558043,1.1582992,-1.5522659,-0.46182594,0.85119766
OCM18,0.15832952,0.20555615,-0.13062282,-0.3482956,1.1651452,0.3363548,0.23407717,-0.50052965,0.4621616,0.83357465,0.7801094,-0.09885763,0.89929235,-0.851442,0.6528778,0.35949957,0.63445723,-0.7021213,2.2203636,-1.2235559,-0.6580951,0.46745178,-1.5885042,0.051332608,0.527916,-1.5816958,1.3131739,0.38607776,0.16928369,-0.92879176,-0.36662075,0.99274373,-0.29919955,0.9542202,-0.070096985,0.4432465,1.2662035,0.76912946,-0.106661014,-0.15495273,0.57058966,-0.26667786,-2.60754,-1.1155276,-0.378696,-0.15108632,-0.8399662,-0.7928858,-2.0111277,-0.20558093,-0.18611553,-0.7535624,0.12292824,1.6556008,-0.39406633,-2.7285259,-1.6306618,1.0918082,0.8137686,-1.9282707,0.22169317,-0.9364547,-0.19569817,1.1336415,0.3439029,-0.6052789,0.1461745,0.8438049,-0.15895379,1.9015447,-1.2018138,-1.9683686,-0.5840407,-0.79879653,-0.79209423,1.0249344,0.49552065,2.1412356,1.2173756,0.5795548,0.20455463,1.1938988,0.101163104,-0.3662294,-0.6899908,0.20348191,1.5310553,0.9021363,1.2492493,-0.9931942,0.76227695,0.06771091,-0.52274036,-1.2726786,0.6485231,1.0045452,0.8395492,0.5852779,0.09872123,0.6558795
OCM06,-0.06599859,-0.23871435,-0.009591181,0.65145355,0.45616287,0.33194727,0.6682072,-0.39581147,-0.057041902,-0.26378548,-0.22517562,-0.021467235,0.3918945,-0.69494605,0.30018353,-1.1587248,0.85035205,-0.48932317,1.8136035,-1.3759105,0.8270607,0.39853916,-0.407063,0.6437172,1.2880837,-0.43096256,0.9968689,0.10065808,-1.3593662,-0.05457788,0.7474458,-0.20462763,0.2197587,-0.042802904,0.28890538,0.70273376,0.88595337,1.3681127,0.63375384,-0.114458516,0.0837754,0.3843431,-1.2405597,-1.4189025,-0.7908394,0.62747985,-0.36616424,-0.38170218,-0.14883468,0.8433107,-0.014872861,-0.6537393,1.4329922,0.9603215,0.32509947,-2.3829393,-1.2561295,0.7807107,0.66559684,-0.5651663,-0.6283293,-0.24538808,-0.10860116,-0.12113736,0.9977299,-0.24231511,0.43647027,1.1155312,0.3708841,1.1331965,-0.050311398,-0.89180297,-0.1767534,0.110666186,-0.08412524,0.10201533,0.13527228,0.5600309,0.66595966,0.40626794,1.0096556,0.7384908,-0.2811225,0.64041483,0.36031398,0.32526428,1.5347006,0.5824808,1.3829402,-0.42251095,1.0541474,0.5649448,-0.26591927,-0.5196373,-0.12803587,0.6449074,0.34206116,0.7313154,-0.5823138,-0.042349566
LRE09,0.36246365,0.0219471,0.7659446,-0.48936,0.7358692,-0.56111526,0.03648636,-0.8949665,-1.1208364,0.28327653,0.7167649,-0.31241402,0.7377548,1.4805373,0.73336643,-1.3930001,0.27130178,0.3051781,1.1286788,0.3308402,0.4569142,0.69504786,-1.5259032,0.8045647,1.1908892,-1.2495834,1.905842,-0.22091584,-1.3972505,-0.13234182,0.42856812,0.6436538,-0.42606714,0.33222112,-0.77755713,0.553574,0.7227912,0.15802848,-0.32404998,-0.23920709,0.12636618,0.28046378,-3.805353,-0.9630376,-0.020104434,1.0266798,-0.9494195,-0.1424534,-1.2955782,-0.5476764,0.505081,-0.3329477,0.2862616,1.770287,-0.9955644,-2.9883015,-1.118573,0.6106449,1.9973115,-1.168866,0.4772923,0.17391835,0.406329,0.7702839,0.6424818,-0.5589435,0.45982394,0.2662621,-0.021489354,1.2553183,-0.9635003,-2.3730285,0.26820654,-0.035093028,-1.1511692,-0.7909755,0.38765988,1.6177722,-0.4863461,-0.6344939,0.27127883,2.7142482,0.27465338,-0.31489667,-0.99892825,0.1360975,-0.2028113,-0.17278764,0.20638023,-0.3318401,1.6800026,0.10140529,-1.159025,-1.650177,0.6011856,1.5593808,0.56536984,-0.1395261,-0.0034150786,0.4342573
GRE09,-0.9596524,0.6016174,-0.29468742,0.44925368,2.051962,-0.37192604,-1.4652522,-1.7512244,-0.12881105,0.08150714,-0.5147031,0.7495127,2.0012503,0.8184941,-0.31050444,-0.028314203,0.95216346,-1.7811822,2.0235524,-1.3293096,-0.7648203,-0.35523283,-0.6854612,-0.50049156,1.9805248,-1.6819001,1.2660218,0.24446785,-0.8354426,-0.47785687,-0.06903749,0.24395677,-0.39920297,-0.100420915,1.1527346,0.83989626,1.4217709,0.91445816,1.1773903,0.07816787,-0.15280157,0.7731298,-2.9873466,0.1018641,-0.5584995,0.8104743,-2.014772,-1.6107947,-0.7173803,-2.1550596,-1.4589026,0.31012118,1.8449311,0.9996335,0.31935847,-1.6907594,-1.481093,0.85139656,0.3079489,0.119620964,-1.4520814,-1.5463605,-0.29233536,0.1765763,1.1615098,-0.8180216,0.31995004,0.9129243,0.23026146,1.2598376,-1.0502262,-2.4682577,0.7093797,-0.39051393,-1.9274895,-0.11176828,-0.76278645,0.14850084,-0.00399154,-1.8348252,1.5303832,0.2774874,0.6157927,0.6795113,-0.18623331,0.55073273,1.3901913,-0.91108054,0.95958847,-0.06728012,1.5928079,1.3528616,-0.9387527,-0.48047522,-0.5668071,0.85809064,-0.84974766,-1.0677588,0.3239883,-0.27912757
OCM20,-0.30244678,0.88106793,0.67926383,-0.6377589,0.23412226,0.35514536,0.14436668,-0.5295895,0.6000036,0.37825483,0.6553703,-0.02577788,1.2778838,-0.54809934,0.42330006,-0.92375535,0.32983434,-0.7262444,1.8185138,-0.16898799,-0.6670015,0.35470116,-0.7313908,0.4444832,0.2881794,-0.62662894,0.49361235,0.34223568,-0.13623212,-0.2104372,-0.2412068,-0.01854125,0.9161323,0.23615561,-0.86868185,1.7499926,1.0548733,0.9021902,0.33233586,-0.46176887,0.7259193,-0.0696714,-2.1559868,0.12317096,-1.3778698,0.7331432,-1.8308069,-1.0141331,-0.8863753,-0.50813454,-0.5832947,0.065614566,-0.12122495,1.6363897,-0.11392686,-2.8629274,-1.1304111,1.8062737,0.034316447,-0.61235017,0.23744014,-0.9074135,0.99050266,-0.19872472,0.47835913,0.39828143,0.20527485,0.7768778,1.0423393,1.2148386,-0.9394573,-1.2418553,-0.21248317,-0.07800558,-0.2586137,0.4157448,-0.7614794,-0.08103967,0.40911725,-1.0360076,1.2454982,0.6420758,0.086182155,-0.13402219,-0.10989657,0.05375569,1.3571545,0.14120427,1.1348981,-0.74504673,1.3197187,0.602058,-1.5888433,0.49663267,-0.645084,1.8910263,-0.33609018,-0.3588342,-0.010445173,0.3393512
BOD07,-0.24265254,0.20803027,-1.0434662,0.5700538,1.0525832,0.045988165,0.7332434,-1.6915425,0.0007606367,-0.55015457,-0.21937901,-0.055298142,1.1963003,-0.80457056,0.5737395,-0.2503977,-0.28957948,0.11743071,0.4376594,-0.59090465,0.4920753,0.09874043,-0.9252319,0.19830199,0.011126326,-1.0208133,0.95178133,1.127607,-1.8016453,0.016753599,-0.19525424,0.65386474,-1.6613411,-1.1320652,-0.0041747685,0.77825767,1.3469076,0.7723187,0.39516628,-1.5304104,0.755498,0.10570076,-2.968233,-1.0792484,-0.58135724,0.76063865,-1.9003669,-1.4862853,-1.1833143,0.31181693,-0.6989489,-1.6976185,0.5719026,0.52732646,-0.99395823,-2.3242707,-1.6401304,0.1479156,0.22851631,-0.57538337,0.027518693,-0.20038258,0.48747382,1.1787376,0.7222981,-0.25548843,-0.098633945,1.2314256,0.2384176,1.2114369,-1.2199099,-1.2034986,0.03920562,-0.28808442,-1.0435299,0.7301675,0.73895717,1.2358919,0.4866017,-0.5065573,0.78997535,1.629561,0.27730376,0.12799077,0.12774986,0.8795516,0.44335514,-0.15069662,0.34685272,-0.5303758,1.4128289,0.041299537,-1.6606684,-0.24363059,0.46884683,1.0860528,-0.58701956,-0.5034464,0.7473285,0.1336234
BRE07,0.6725294,-0.038890094,0.008806271,0.52628726,0.81942004,1.630732,-0.13163987,-1.9332641,-0.09452871,-0.51532394,-0.92812574,0.9073204,0.82038826,1.1653394,-0.012773476,-0.3129684,0.08056513,-0.30801,-0.02260911,-0.69921917,0.23384078,-0.09125425,-0.027989348,0.14208895,2.4811323,-0.43712968,1.7090569,-0.009991868,-0.7989522,-0.18584064,0.6185635,0.63495255,0.43495905,-0.36980024,0.3380466,-0.5176489,1.8136649,1.3775923,0.18069966,-0.9869929,0.7327897,1.0911024,-3.2770867,-1.1944386,-1.1884171,-0.72993743,-1.5161457,-0.43062645,-1.3405062,0.059110425,0.3460051,-0.35788924,0.5029153,1.3072737,0.17139296,-2.9409227,-1.9436828,1.2294327,0.8553559,-0.19421735,-0.3589769,-0.98596245,0.5371086,-0.035244122,0.97985846,0.18907051,-0.036570698,1.6705474,-0.18949309,0.39959762,-0.16818051,-1.5725104,-0.10503234,-1.5583295,-1.1701503,1.1912347,0.71864545,0.45289764,0.18779863,0.11814256,1.6499213,0.7871197,0.728745,-0.55588174,0.40956143,-0.13647199,0.33344778,-0.15148816,1.3753536,-0.32441956,2.0860567,0.460233,0.35550037,-0.7118177,0.6577416,0.720611,0.26667815,-0.5673555,-0.46334198,-1.4476724
HES05,0.45452356,-0.2991875,-0.2612802,0.51968145,1.8280196,0.77995765,-0.3049351,-1.3391012,0.48525456,-0.37643358,-0.60748124,-0.23464261,0.99942917,-0.21696179,0.5180451,-0.6367546,0.46040177,-1.2399992,1.0852642,-1.7247448,-0.3256599,0.17549321,-0.7305605,0.004783567,1.1864891,-0.92062867,1.8998952,0.09737917,-1.2571867,-0.58274406,0.19679776,-0.23050207,0.88131696,-1.470465,0.12390997,0.63468903,0.8207498,0.9853441,-0.06046203,-0.6615574,0.5179419,0.77667755,-2.1850572,-0.57900363,-0.7249192,-0.80454576,-0.9672249,-0.6006427,-0.15092777,0.90858406,-1.0809221,-0.5615143,0.28880268,0.23327303,-0.4130031,-1.6951666,-1.3027364,0.3749792,0.8293476,-0.24145009,-0.37322143,-0.27411023,0.37396812,1.0847921,1.1274369,-0.6090045,0.21683119,1.6521828,0.15814106,1.1819841,-0.21822074,-1.5492271,-0.2608526,-0.24497369,-0.5005668,0.1133056,0.33205572,1.5849928,0.2339762,-0.6368412,0.58241814,0.8360864,-0.42193434,1.1051997,-0.4540093,0.91522205,0.08615528,0.34523675,0.19613792,-0.2056694,1.752204,0.53459793,-0.45002255,-0.17961983,0.022866359,0.37480244,0.2296017,0.3488558,0.7151163,-0.15053111
LYO14,0.617375,0.6769098,-0.4259943,-0.017688802,1.0177381,1.1709284,-0.034741886,-1.4377326,0.7649425,0.7493758,-0.49932867,0.9161294,0.81457174,-0.36672556,0.37381235,-0.40620437,-0.6824397,-0.90865594,1.3910824,-0.76580423,-0.6840888,0.7059672,-0.5669536,-0.6241981,1.5696243,-0.54659253,2.3868244,-0.063816875,0.5580321,-0.5739749,-0.6687723,1.009189,-0.095683984,0.124624155,-0.26316404,1.7322373,0.03968198,1.2526544,0.83551055,0.079705305,-0.06208186,-0.24797286,-3.3014772,-0.31431782,-0.597113,0.19326897,-1.2065712,-0.6269187,-1.0605824,0.45981267,-1.2021388,-0.33307543,0.50325125,0.58874136,1.0368683,-2.593377,-0.93722034,0.71569353,-0.2500921,-1.2652873,-0.07377951,-0.7646345,0.5866842,1.0700325,-0.5915171,0.7264062,0.6989333,0.58283544,0.21765147,1.450209,-0.31261206,-1.2559193,0.16148642,-0.12753233,-1.4489403,-0.9931207,-0.51764506,0.15227447,-0.096827276,-1.5318571,0.3977163,0.3645662,0.8265271,0.9913104,-0.7425978,-0.14352381,0.8857542,-0.44023883,0.4057405,0.2680204,0.3730794,-0.44854996,-0.91953796,-0.71449417,-0.58044326,1.2435493,-0.13381942,-1.1238277,0.6993847,1.1260499
HES01,1.30245,0.061843537,0.06404071,-0.094449565,1.1059651,-0.4362384,1.6479652,-1.8106661,0.110375464,0.13080823,1.1180086,0.31509027,1.0669737,-0.17657895,0.013609595,-0.07593073,0.49526358,-0.7620152,0.44800508,0.08841411,0.7205151,0.19303948,-1.2489905,0.19357088,0.53952265,-1.1533885,1.5016599,0.5813959,-0.50182366,-0.112455785,-0.633472,0.2688777,0.4836669,-1.9284133,-0.18183962,1.5127593,0.9969004,0.83050907,0.728899,-0.91099864,-0.7601836,-0.16531013,-2.8263125,0.26599967,-0.12726389,1.659086,-0.8199018,-0.8957993,-2.3478968,0.99069476,-1.4116019,-0.6444164,-0.036253873,1.6651618,0.21000761,-2.2020254,-1.4679441,-0.25419527,0.29520956,-0.53373206,0.88001996,-1.0058478,0.38913953,1.8295372,-0.3727537,-0.8696646,-1.2415297,0.067467384,0.46118182,1.9326701,-1.1099639,-2.2101672,0.98890644,-0.43952963,-1.6647283,0.026182598,-0.60498494,0.7522682,-1.0201021,-1.6183038,0.94467866,1.9735564,1.2061018,0.31287947,0.012668148,1.0974168,-0.2682151,0.36010426,1.2693226,0.5477333,0.26243582,0.0664123,-1.356126,-0.4103954,0.47307143,1.8468239,-1.3313905,-0.64765465,0.35906917,2.0863538
POF03,-0.31492296,-0.7531329,-0.36293334,-0.12840797,1.6041476,0.33578968,-0.23247084,-1.1480325,-1.6926367,0.4782351,0.80426764,-0.10869036,0.8024267,-0.04356537,0.45402622,-0.026109261,1.5326995,-1.4068545,0.2585309,-0.23014663,1.005974,-0.08557969,-1.8853838,0.8433951,0.8093184,-0.8473826,1.9995872,0.4149028,-0.50837123,-0.5708867,1.1335282,1.0834026,1.0233395,-0.046433564,1.5669982,1.3015492,0.33764946,2.0618932,0.21750863,-0.24858268,0.2632711,-0.5857142,-2.947497,-0.054612584,0.34999374,-0.34990093,-1.643681,0.24210113,-3.432181,-0.55724835,0.15673062,-1.896456,0.95531034,1.5372263,0.011756508,-2.3722312,-1.656586,-0.13505101,0.4609707,-2.5133998,0.5393191,-1.0257372,1.3194412,1.3008173,2.0833127,-0.4516966,-0.40602556,1.4399884,0.5423711,1.7273163,0.18186624,-3.00518,0.4063533,-0.5464708,-0.4928046,0.49946624,-0.6507844,1.4209195,1.2114855,-0.43912303,1.9130274,2.503641,-0.24845304,-0.0048931823,-0.20745882,0.22650187,1.8255221,-0.21360752,0.7206113,-0.95135903,2.0744474,0.007966909,-1.1125926,-1.7142409,0.87343305,0.06842343,0.09400346,-0.75017244,0.2809546,0.5491906
LOR02,-0.070889466,-0.82686645,-0.10229421,-0.16827041,1.0212843,-0.6837763,0.690942,-0.78793496,0.14736837,0.2250877,0.69504035,0.6666997,0.49805015,-1.1328821,-0.08704907,-0.74011934,0.7590046,-0.21657158,-0.20140043,-1.2629831,0.2260817,0.6063392,-0.12149557,0.5318483,-0.8563113,-1.1100487,1.1655176,0.40423813,-1.0046029,-1.1114296,0.94083166,0.10010324,-0.71484256,-0.44009686,-1.0641617,1.6861981,2.037434,0.78645074,-0.38755232,-0.30817863,0.75029194,0.57736367,-3.375449,-0.39077553,-1.5055845,0.7622522,-1.1532611,-1.9029584,-2.114038,-0.553761,-1.0514114,-0.4626283,-0.40413094,1.5923232,0.61905056,-1.988382,-2.4473956,0.76084346,-0.09213385,-0.75093454,-0.3041746,-0.7209625,0.66704464,0.29321346,1.6541353,-0.5708672,-0.69614315,-0.4163105,0.37551475,1.5915853,0.014799584,-1.5885608,0.12126494,-0.6968493,-0.8545995,1.3633195,-0.09623031,1.2771713,-0.9229049,0.4934912,1.1465375,0.63568467,-0.51475734,0.3724207,1.2367686,1.0364223,-0.08574917,-0.0572853,0.47021103,-0.4646424,0.6010898,-0.06727459,-0.817074,-0.61760145,1.0137933,1.0741792,-0.54071647,-0.20727983,0.3903796,-0.19925424
BRE05,-0.8218077,-0.32296842,0.34069675,0.21109848,2.1634257,0.32479477,-0.0095928935,-2.5297236,-1.1324224,0.38606215,-0.3658947,0.97679937,0.47943586,-1.1160746,1.0812839,-0.25088218,0.07572864,-0.66114074,0.09314985,-0.9576886,0.90581816,1.7315493,-1.2204664,-0.069088854,0.10539609,-1.0715395,1.7082565,0.43180385,-0.72489077,-0.5307516,1.1093277,0.5950369,-0.04214161,0.5286819,0.44686726,-0.25461695,0.39763004,1.8201357,0.24732275,0.6251151,2.5920534,0.22967899,-3.5255587,-1.1740375,-0.09831858,-0.06016199,-1.1055671,-0.4749551,-2.0407474,-0.02867615,0.8331612,-1.1928921,1.1587166,2.064197,0.41365913,-2.7028608,-1.7739522,0.4792243,0.432984,-0.8108009,-0.099035785,-1.0251236,0.99703294,1.2531472,2.8277261,-0.39796308,0.18237598,1.0272852,-0.08138237,1.4523392,0.36291382,-2.0735273,-0.77449405,-1.1667068,0.41475976,0.1240812,-0.92515343,0.83590645,0.8108956,-0.624946,0.96769035,2.147675,1.1352946,0.2638899,-0.05901003,-0.08300019,1.0030259,0.5080687,1.0421286,-0.51006716,2.572835,-0.25171727,-0.5791152,-1.0211065,0.1551677,-0.07685869,-0.12761816,-0.06259824,0.14954339,0.6802782
CFE01,-0.1552225,-0.6024289,-0.10383338,-0.047072362,0.51953715,-0.990793,-0.46728885,-0.088845186,-0.10117191,-0.47657064,0.83988434,0.23976439,1.4353389,0.7427606,0.27981663,-0.17549115,0.9241991,0.5206029,1.2834175,-0.69561523,0.3282963,-0.40579084,-0.39931914,0.28786573,0.57641655,-1.9153534,1.4650006,0.22212386,-1.1529553,-0.7632456,0.5075149,0.49003416,-0.8442122,-0.20553973,0.03514839,1.0521928,1.4070057,0.7560955,-0.12287061,-0.70239836,0.46538323,0.32286522,-2.168113,-0.4857252,-1.069747,-0.066852115,-0.42606595,-0.8636297,-1.4316075,-0.22914332,-0.66341865,-0.1943174,0.38663828,1.0304921,-0.014584318,-1.512771,-0.5517725,0.50531477,0.2382628,-0.59562373,-0.080549784,-1.2018229,0.5117489,0.9832872,1.4676918,-0.010559126,0.24382441,0.7947814,0.34078905,1.6680449,-0.3407626,-1.472189,-0.13188916,0.7729116,-1.3770745,-0.030885419,0.8880398,1.3065982,0.3041157,-0.145366,1.2124916,1.1159788,0.5421117,0.8154018,0.48108718,-0.5353756,-0.09730096,-0.9257004,0.8303406,0.0029436518,2.2857466,0.684812,-0.6355604,-0.1501066,0.36078596,0.23689649,0.11017338,0.40081322,0.48610312,-0.23550287
