ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm
OCM09,28.699638,0.21770647,25.765673,29.33919,32.89047,7.124796,315.10004,482.48758,146.8867,282.64496,494.2346,0.44687802,1118.2053,0.21279027,-91.78985,-0.9902702,1640.9565,0.20405792,798.0953,0.54921126,-98.09128,-0.8186352,2644.246,0.12744041,586.28925,0.6192617,-98.35938,-0.8105812,-16.43188,-0.5194686,-6.155831,9.04937,1.7681358,26.948305,0.48959446
LYO13,31.30055,0.23454499,26.60474,29.813057,34.38056,7.7758217,378.69165,764.5875,217.47751,413.35413,592.14465,0.5228731,1046.9938,0.2768351,-98.61971,-0.937388,1660.0997,0.21250874,703.0457,0.47656038,-96.503494,-0.8817805,2693.2964,0.12421237,616.9999,0.47844392,-95.97087,-0.8848952,-9.54477,-1.0744117,1.4263265,8.265246,1.5366439,18.915071,0.6634022
BOD11,28.823671,0.2619819,22.97858,28.304567,35.626328,12.647747,248.41476,345.13364,180.06241,275.48352,491.20953,0.4310545,1128.761,0.19832373,-71.62022,-1.2433594,1587.6919,0.20560247,751.5053,0.47467154,-76.71887,-1.0162115,2640.0159,0.10944999,666.4929,0.48955694,-77.885,-0.9876838,-15.557936,-0.47891495,-6.6313396,4.9946446,2.9353733,22.00912,0.63054186
BRE03,35.668003,0.16815108,32.80317,35.96387,40.04534,7.2421722,321.70435,480.82492,135.62701,179.27544,571.5063,0.39112702,1244.3391,0.19771077,-83.28549,-1.0695198,1660.3838,0.16506828,888.5624,0.51699674,-82.06252,-0.9520916,2649.227,0.1040895,842.7788,0.5301544,-83.88529,-0.91445595,-15.298669,-0.48151672,-4.2252474,10.261818,1.1665994,22.123493,0.4989952
SOU11,27.171026,0.19052295,24.289764,27.30862,30.769224,6.47946,267.57947,432.76202,121.28346,165.9596,503.58157,0.4305306,1184.068,0.19808607,-92.23492,-0.9784996,1565.2743,0.17606997,825.9389,0.4216679,-97.91904,-0.84441733,2592.8862,0.111100815,772.775,0.4096312,-99.69668,-0.8128427,-18.295652,-0.3791187,-21.618519,6.86671,1.746334,24.494833,0.45641074
CFE01,24.05689,0.22895563,18.973843,24.591543,29.188482,10.21464,231.19606,252.94731,137.03897,158.57121,485.66812,0.37889907,1256.0498,0.168447,-51.094852,-1.4341993,1545.974,0.18028116,987.88257,0.32799152,-65.30439,-0.9918687,2627.8538,0.10852377,850.91614,0.43745548,-69.45576,-0.901585,-22.364012,-0.30244178,-10.478009,6.0568156,2.3614085,32.004253,0.3644819
LYO05,30.416271,0.27893227,24.99955,28.582088,33.538136,8.538586,564.24725,971.9053,203.769,471.42206,763.7109,0.43966746,943.7437,0.37146476,-84.49145,-1.0383886,1831.5122,0.2009979,694.55444,0.4742157,-79.65803,-1.0427698,2854.794,0.13063776,654.30524,0.41908738,-79.03977,-1.044401,-5.8569384,-1.7421434,4.382688,6.1931524,1.5103506,14.469273,0.8415884
LOR08,36.53915,0.1990275,32.83634,37.029495,42.195496,9.359154,255.3632,385.9546,161.10175,236.17108,605.7016,0.4199883,1197.838,0.23850824,-80.90313,-1.0778297,1714.9742,0.16812193,838.6129,0.4602143,-77.108894,-0.9703773,2713.5762,0.10836144,791.9763,0.4631605,-77.75457,-0.95380867,-16.32672,-0.54805386,-2.6572497,10.926972,1.3890612,19.165522,0.7652015
UCA12,40.235176,0.14066586,36.594864,39.7134,43.144432,6.549568,293.43167,541.37305,134.98433,320.60724,713.44714,0.4327535,1169.7699,0.290432,-82.95979,-1.043297,1747.2743,0.16771354,869.881,0.5029268,-69.08818,-1.101054,2778.152,0.11812977,862.3679,0.58583295,-69.82397,-1.0758406,-8.003622,-1.4476799,2.3934662,5.6942134,1.7557492,11.646291,1.0931631
ALS01,36.069675,0.21438378,33.85218,38.199944,40.9868,7.1346207,323.92093,503.87604,152.21057,338.51718,603.05817,0.35170245,1265.5513,0.2028379,-83.61485,-1.033381,1706.212,0.15266563,864.06476,0.5125616,-77.44692,-0.9639369,2744.0876,0.10993952,834.8109,0.55165297,-79.60626,-0.9192709,-17.127377,-0.4753677,-6.2099953,10.004763,1.181077,22.541231,0.52665865
GRE08,30.7157,0.18497036,27.162958,30.599072,34.304226,7.141268,185.75621,427.90128,118.433876,238.93616,543.3376,0.45634177,1122.7213,0.22463608,-81.69225,-1.0999455,1603.0144,0.21452051,750.47424,0.44854814,-83.8707,-0.9648124,2709.9104,0.1267641,624.14996,0.63162625,-86.25426,-0.9118292,-13.6300335,-0.6120528,-2.1871908,7.2443933,1.5767955,24.099604,0.40542576
LYO03,25.284134,0.18288943,22.665573,24.64061,27.936901,5.271328,239.76367,444.7645,111.102974,208.90887,559.9568,0.47308242,1185.8481,0.21015108,-82.43218,-1.0664512,1587.7305,0.19983357,836.454,0.35577545,-87.62937,-0.9266334,2599.6426,0.123672806,763.98596,0.34160784,-89.52979,-0.8887583,-13.862459,-0.5493867,-0.34532738,7.8082023,1.1867714,24.58704,0.3581264
SPC07,38.07815,0.14494693,34.754005,38.165127,42.149384,7.395378,304.11914,556.60767,119.27289,181.03247,612.4835,0.4199432,1235.7944,0.22730464,-98.11902,-0.89959294,1712.7357,0.16469736,896.72736,0.5495154,-84.84462,-0.92179656,2704.9966,0.11376928,862.8994,0.5832851,-84.68347,-0.92151725,-15.251624,-0.56051606,-8.327615,10.663877,1.1656594,16.474075,0.71133244
SOU02,34.27512,0.15733124,32.546955,34.889053,37.61802,5.071064,292.89233,487.9958,137.33665,287.04047,618.38043,0.37503722,1278.674,0.18354931,-101.05245,-0.8672164,1737.9448,0.16089047,954.4096,0.4737637,-101.06499,-0.780716,2843.2239,0.103196904,768.9799,0.6176602,-103.19919,-0.74589,-21.773159,-0.35054266,-21.856306,11.631522,1.0446589,24.666618,0.4852529
OCM07,36.612698,0.18581638,33.54155,36.83257,40.675865,7.1343155,384.92987,673.4382,187.13484,386.5359,542.226,0.46027535,1106.1393,0.23354909,-116.46569,-0.74192905,1737.2644,0.17151794,705.6021,0.61752564,-99.982185,-0.76965356,2750.785,0.10687753,677.66797,0.66501105,-97.70068,-0.80257565,-15.875534,-0.6514614,-5.0825267,10.574184,1.5587132,15.119292,0.92360604
LYO10,40.55368,0.13827147,36.428852,40.66942,44.007004,7.5781517,239.77457,486.55328,95.28758,129.51079,687.67834,0.47162595,1066.0983,0.2865496,-106.92575,-0.855176,1746.1451,0.18893489,795.37744,0.50717455,-79.51604,-1.0743321,2756.299,0.11572477,898.65405,0.52779394,-79.54844,-1.0661223,-4.6786084,-1.8980277,2.4620135,5.5935235,1.5446372,9.972974,1.0261428
BRE09,34.1999,0.1562123,31.635914,34.758167,37.85999,6.2240753,331.00745,495.26962,123.74403,246.53403,569.80695,0.3443824,1298.5819,0.1792528,-91.569756,-0.9865217,1622.0548,0.15634108,957.7706,0.40516782,-94.00671,-0.8539492,2685.0383,0.09501835,789.2103,0.5109567,-97.29555,-0.79730636,-18.895464,-0.41807193,-7.589685,8.202418,1.3549955,27.210918,0.38408443
SPC05,27.393147,0.2208977,23.166885,26.81753,30.872158,7.7052727,343.09787,722.4916,148.27295,368.7352,593.0909,0.48419034,1083.9106,0.2471548,-85.181854,-1.0465124,1669.5779,0.19179828,695.67706,0.48636106,-86.20677,-0.9677969,2644.3398,0.11892705,733.0567,0.35618007,-83.96093,-1.007506,-9.17709,-0.8135692,-7.1386113,7.289281,1.3467417,15.737053,0.5858093
LDV07,23.139776,0.17153347,20.360138,22.949114,26.119255,5.759117,218.85118,293.63217,131.8723,227.96002,544.86566,0.45293668,1199.4248,0.20441635,-88.95843,-1.0319487,1556.0725,0.20127372,862.38,0.32924697,-95.0586,-0.8955109,2602.5142,0.13219522,734.6625,0.39897323,-98.25268,-0.8387526,-15.3149805,-0.47073522,-5.804765,4.6897945,1.9974865,26.311546,0.34067187
BFC04,38.468536,0.14517513,35.43073,38.521435,42.821156,7.3904266,213.34859,375.928,149.16623,324.63522,598.84894,0.51884425,1133.7417,0.2678372,-104.551056,-0.8726296,1646.3815,0.19535622,804.28174,0.512089,-78.41056,-1.05285,2700.663,0.1187598,810.29333,0.5670187,-80.14763,-1.0123922,-9.244087,-0.7260836,-2.11646,8.681124,1.1560911,15.090658,0.6708487
CFE11,30.982283,0.27599508,21.034664,33.020676,38.30751,17.272846,301.22415,428.01678,167.8957,217.6454,599.3479,0.3491472,1314.0453,0.16300772,-80.111595,-1.0897566,1665.8866,0.16224952,1027.8701,0.353773,-82.8501,-0.9323001,2721.141,0.10849322,862.35175,0.41384614,-86.61061,-0.8622124,-19.514097,-0.34533143,-11.422272,5.602938,3.0410542,25.925076,0.61156493
POF03,30.445612,0.1647597,26.647686,29.950136,34.39402,7.746334,220.7992,487.1743,72.298,90.42978,586.6729,0.47802413,1134.2982,0.22020201,-86.244354,-1.0794966,1654.6522,0.20834522,800.54803,0.3917267,-88.40705,-0.94890463,2671.0435,0.11784293,739.028,0.37411729,-89.81059,-0.9196575,-14.957293,-0.55652153,-1.9357791,9.418329,1.2510982,25.147167,0.4461547
UPS15,38.30627,0.15477528,35.392437,38.15877,42.932327,7.5398903,227.93317,402.08868,158.5991,307.26428,591.5259,0.4233731,1175.943,0.23062015,-99.02718,-0.9134489,1714.9238,0.16480017,772.53284,0.58288366,-85.53439,-0.92722565,2711.5928,0.10632332,805.4601,0.635128,-85.42756,-0.92626166,-13.753146,-0.60097665,-5.2232428,9.66325,1.3358413,16.013786,0.70498776
ALS05,37.55038,0.17481223,35.142506,38.23096,42.107094,6.964588,345.3679,490.3332,148.28806,319.7609,592.74243,0.38516262,1244.271,0.19417702,-73.17641,-1.1097283,1727.173,0.16965939,861.5432,0.54254925,-67.26577,-0.97967654,2867.2725,0.10112597,687.1602,0.78313607,-68.453896,-0.9486694,-17.659407,-0.47562382,-5.991019,10.530226,1.1647382,20.69971,0.60778666
BOD04,33.2943,0.19594836,29.933815,34.002087,37.918144,7.984329,242.22076,416.5714,186.98822,394.01566,625.9653,0.46199387,1161.8555,0.22071357,-74.94874,-1.1412632,1717.2319,0.20372866,787.2454,0.40065297,-68.63919,-1.0996898,2693.6462,0.12384934,776.89716,0.36069846,-68.50571,-1.1009661,-12.013042,-0.6132312,-7.3111777,8.174328,1.6893716,16.554838,0.74755394
GRE07,28.44149,0.22726741,23.87167,27.508713,32.02552,8.153851,224.07591,466.1161,101.15288,285.4422,505.8564,0.45377672,1148.3501,0.20358768,-102.02854,-0.923852,1534.663,0.19399999,796.9679,0.39295205,-103.465065,-0.8476135,2556.9065,0.116082445,657.39795,0.43048245,-103.98876,-0.8327123,-11.056564,-0.6938698,-5.248591,2.4629247,3.2146492,17.841063,0.49780816
LYO11,33.173958,0.20946218,29.080868,33.323307,37.91894,8.838074,366.3351,611.3147,127.38477,173.6601,582.8002,0.4559815,1132.9692,0.25527602,-106.30508,-0.84674335,1675.3573,0.18818814,785.601,0.5510691,-101.35763,-0.82094336,2693.9106,0.10917036,846.9498,0.5843636,-101.37567,-0.81679785,-12.319134,-0.74020684,-0.16053562,7.519946,1.4482138,17.787981,0.63746136
